district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
永和區,土地,民治段630地號,126.11,都市：其他:道路用地,,,1110119,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5338191,42330,,0,0,包含公共設施保留地用地；,RPWOMLKKKHHGFHF48EA,0,0,0,無
三峽區,房地(土地+建物),新北市三峽區中山路３２１之１號九樓,6.53,住,,,1110117,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950123,43.21,1,1,1,有,有,4500000,104143,,0,0,陽台外推；,RPSNMLKKKHHGFIF08EA,23.12,0,3.26,有
樹林區,房地(土地+建物),新北市樹林區忠孝街６７巷１３號九樓,11.9,住,,,1110109,土地1建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880409,81.65,2,2,1,有,有,10200000,124923,,0,0,陽台外推；其他增建；,RPXOMLTJKHHGFIF86EA,52.63,0,8.97,有
三重區,房地(土地+建物),新北市三重區成功路１１０號二十三樓之二十,2.23,商,,,1110116,土地3建物1車位0,二十三層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860203,40.91,1,1,1,有,有,4775000,116720,,0,0,,RPTNMLTJKHHGFGF78EA,26.24,0,4.99,有
中和區,房地(土地+建物),新北市中和區中山路三段３９號十一樓之九,11.72,工,,,1110115,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,970519,117.98,3,1,2,有,有,8000000,67808,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPVRMLSJKHHGFHF76EA,74.56,0,12.44,有
淡水區,房地(土地+建物),新北市淡水區民族路２９巷２６號五樓之２,8.36,工,,,1110105,土地1建物1車位0,五層,二十三層,住宅大樓(11層含以上有電梯),工業用,鋼筋混凝土造,880111,54.86,1,1,1,有,有,5000000,91141,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLKKKHHGFEF57EA,45.12,0,5.12,有
淡水區,房地(土地+建物)+車位,新北市淡水區八勢一街３９巷１８號四樓,38.87,住,,,1110108,土地1建物1車位1,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050127,232.62,4,2,2,有,有,17000000,73081,坡道平面,36.69,0,,RPUUMLKKKHHGFEF58EA,117.02,5.72,12.89,有
淡水區,房地(土地+建物)+車位,新北市淡水區八勢路５０巷８１號七樓,91.07,住,,,1110124,土地1建物1車位3,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1070521,371.3,0,0,0,無,有,33980000,91516,坡道平面,0,0,,RPVNMLTJKHHGFEF78EA,155.58,4.18,13.65,有
貢寮區,房地(土地+建物),新北市貢寮區保健街２５號二樓,27.07,住,,,1110125,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860125,129.13,3,1,2,有,有,2300000,17812,,0,0,,RPPNMLTJKHHGFFF28EA,85.24,0,14.73,有
坪林區,土地,九芎林段尖山湖小段7-62地號,4200,都市：其他:保安保護區,,,1110125,土地1建物0車位0,,,其他,,,,0,0,0,0,無,無,1200000,286,,0,0,,RPXQMLTJKHHGFCF09EA,0,0,0,無
新店區,房地(土地+建物),新北市新店區達觀路４３號十一樓之三,29.65,,山坡地保育區,丙種建築用地,1110110,土地1建物1車位0,十一層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880301,65.69,1,2,1,有,有,5420000,82509,,0,0,陽台外推；,RPPRMLTJKHHGFCF38EA,47.46,0,5.07,有
新莊區,房地(土地+建物),新北市新莊區新北大道七段３５６號三樓,4.97,住,,,1110109,土地2建物1車位0,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880409,54.92,2,2,2,有,有,6300000,114712,,0,0,夾層；其他增建；,RPWRMLKKKHHGFBF18EA,36.71,0,3.93,有
泰山區,房地(土地+建物)+車位,新北市泰山區福興一街８５號五樓,24.29,住,,,1110104,土地1建物1車位1,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,920516,148.76,3,2,2,有,有,16250000,122397,坡道平面,33.97,2200000,其他增建；,RPXRMLKKKHHGFBF28EA,81.35,2.83,8.43,有
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段３８４號十七樓,17.28,商,,,1110110,土地2建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950825,163.08,3,2,2,有,有,12500000,76649,坡道平面,34.38,0,親友、員工、共有人或其他特殊關係間之交易；,RPTQMLKKKHHGFBF77EA,84.57,0,8.88,有
土城區,房地(土地+建物),新北市土城區金城路二段２６０號十七樓,7.62,商,,,1110114,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850802,115.05,4,2,2,有,有,13880000,120643,,0,0,,RPUPMLSJKHHGFAF38EA,75.91,1.3,11.45,有
土城區,房地(土地+建物),新北市土城區清水路７２巷６號十二樓,13.97,都市：其他:第二種住宅區,,,1110105,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821125,97.32,2,2,1,有,有,10300000,105847,,0,0,,RPOQMLSJKHHGFAF87EA,77.62,1.54,10.46,有
土城區,土地,頂福段953地號,3.68,都市：其他:道路用地,,,1110114,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,120000,32609,,0,0,包含公共設施保留地用地；,RPTQMLTJKHHGFAF48EA,0,0,0,無
土城區,土地,頂福段953地號,1.38,都市：其他:道路用地,,,1110124,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,50000,36232,,0,0,包含公共設施保留地用地；,RPUQMLTJKHHGFAF58EA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區翠華街６巷３９號二樓,61.33,住,,,1110108,土地1建物1車位0,二層，三層，陽台,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,128.76,2,2,3,有,無,12000000,93197,,0,0,,RPSOMLKKKHHGFAF37EA,128.76,0,0,無
鶯歌區,房地(土地+建物),新北市鶯歌區行政路９３號三樓,13.48,商,,,1110110,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土造,970325,73.35,2,2,1,有,有,5000000,68166,,0,0,,RPWOMLSJKHHGFIF56DA,49.53,0,11.96,有
三峽區,土地,中埔段213地號,312.75,,山坡地保育區,農牧用地,1110105,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1000000,3197,,0,0,,RPPNMLTJKHHGFIF48DA,0,0,0,無
鶯歌區,房地(土地+建物),新北市鶯歌區永明街９５號,10.45,住,,,1110114,土地1建物1車位0,一層，騎樓,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,860717,48.32,0,0,0,無,有,3900000,80712,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLSJKHHGFIF88DA,38.67,0.28,0,有
鶯歌區,房地(土地+建物)+車位,新北市鶯歌區高職南街５號,23.11,住,,,1110101,土地1建物1車位1,一層，騎樓,八層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,870326,138.49,0,0,0,無,有,8000000,57766,坡道機械,0,0,其他增建；,RPPOMLSJKHHGFIF48DA,101.89,0,1.27,有
樹林區,房地(土地+建物),新北市樹林區佳園路三段３５６號十五樓,8.59,住,,,1110112,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961121,53.84,1,1,1,有,有,5730000,106426,,0,0,,RPOOMLTJKHHGFIF48DA,31.84,0.8,3.09,有
三峽區,房地(土地+建物),新北市三峽區學成路２６０號十七樓之八,6.01,住,,,1110112,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,951117,44.81,1,1,1,有,有,5470000,122071,,0,0,,RPSOMLTJKHHGFIF88DA,23.82,0,5.39,有
三峽區,土地,劉厝埔段171地號,13.66,,一般農業區,甲種建築用地,1110107,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,620000,45388,,0,0,,RPVOMLTJKHHGFIF56DA,0,0,0,無
永和區,車位,新北市永和區永元路１７巷７弄２、４、６、８號底一層１７巷９號地下室,2.55,住,,,1110122,土地1建物1車位1,停車場，地下層,八層,其他,停車空間,鋼筋混凝土造,811207,37.11,0,0,0,無,無,1450000,,升降平面,37.1,1450000,,RPPNMLQJKHHGFHF08DA,0,0,0,有
永和區,房地(土地+建物),新北市永和區得和路１２０號五樓,34.24,住,,,1110108,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710913,132.91,3,2,2,有,無,13000000,97811,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWPMLSJKHHGFHF56DA,121.69,0,11.22,無
中和區,車位,新北市中和區中山路三段３５號等,1.99,工,,,1110108,土地0建物0車位1,,,其他,,,,28.66,0,0,0,有,有,2200000,,坡道平面,28.66,2200000,僅車位交易；,RPTQMLRLJHHGFHF98DA,0,0,0,有
永和區,房地(土地+建物),新北市永和區環河東路四段４號五樓,14.96,住,,,1110109,土地2建物1車位0,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,891219,174.98,3,2,2,有,有,28380000,162199,,0,0,,RPUSMLTKJHHGFHF76DA,125.3,0,14.02,有
永和區,房地(土地+建物),新北市永和區環河西路二段２３５號,2.48,住,,,1110101,土地1建物1車位0,一層，騎樓,二十三層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,880530,39.03,0,0,0,無,有,8100000,207533,,0,0,,RPWPMLTKJHHGFHF66DA,31.97,0,0,有
三峽區,房地(土地+建物),新北市三峽區國光街３２號,41.29,住,,,1110107,土地1建物1車位0,一層，二層，騎樓，地下層,七層,華廈(10層含以下有電梯),住商用,鋼筋混凝土造,790412,231.9,1,1,2,有,有,23500000,101337,,0,0,未登記建物；,RPSNMLKKJHHGFIF87DA,180.14,6.5,11.09,有
三峽區,房地(土地+建物),新北市三峽區復興路４３號十七樓之３,8.1,都市：其他:住宅區,,,1110109,土地2建物1車位0,十七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880205,83.28,2,2,1,有,有,8030000,96422,,0,0,土地增值稅、實價登錄代辦費、簽約金、履保費由買方支付,RPXNMLLLJHHGFIF58DA,57.18,0,13.19,有
三重區,土地,三重段58地號,502.39,住,,,1110117,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,180288796,358862,,0,0,,RPTPMLTJKHHGFGF88DA,0,0,0,無
三重區,土地,三重段75地號,554.83,住,,,1110117,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,161924218,291845,,0,0,,RPUPMLTJKHHGFGF98DA,0,0,0,無
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區長榮路３５５號三樓,34.53,住,,,1110103,土地1建物1車位2,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970410,244.63,4,2,2,有,有,27400000,136248,坡道平面,68.48,3400000,,RPTOMLSJKHHGFGF68DA,110.82,4.84,11.6,有
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區長榮路３５７號三樓,38.84,住,,,1110103,土地1建物1車位5,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970410,338.02,4,2,2,有,有,32500000,136737,坡道平面,162.5,8500000,,SPTOMLSJKHHGFGF78DA,110.42,4.84,11.6,有
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區中正路２４３巷５號十一樓之二,27.02,住,,,1110109,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050914,176.35,3,2,2,有,有,24610000,168111,坡道平面,43.64,2300000,,RPPQMLTJJHHGFGF48DA,76.95,3.36,10,有
蘆洲區,房地(土地+建物),新北市蘆洲區光復路４５號四樓之二,16.58,住,,,1110109,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,941207,53.49,2,2,1,有,無,8500000,158908,,0,0,其他增建:法定空地加蓋、遮雨棚增建陽台外推；夾層；其他增建；,RPRRMLNKJHHGFGF28DA,35.06,2.16,2.5,有
三重區,房地(土地+建物),新北市三重區大同北路３４巷２３號二樓,25.89,住,,,1110117,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720903,96.98,3,2,2,有,無,11900000,122706,,0,0,其他增建；,RPXOMLPLJHHGFGF88DA,74.16,0,12.86,無
三重區,房地(土地+建物),新北市三重區光明路５１號十樓之六,8.32,住,,,1110114,土地1建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850821,64.98,2,2,1,有,有,9000000,138504,,0,0,,RPVPMLKLJHHGFGF28DA,44.12,1.24,3.57,有
淡水區,房地(土地+建物)+車位,新北市淡水區新民街２７８巷１９號四樓,34.25,住,,,1110109,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030929,173.45,3,2,2,有,有,10630000,61286,坡道平面,24.86,0,,RPVNNLKKKHHGFEF97DA,85.76,0,11.29,有
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段１９９號六樓,20.84,住,,,1110109,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031008,128.42,2,2,1,有,有,11700000,96874,坡道平面,21.58,1350000,其他增建；,RPPSMLOLJHHGFEF18DA,62.56,3.98,8.27,有
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段６９號九樓,20.81,住,,,1110108,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,136.28,3,1,2,有,有,9200000,75344,坡道平面,30.1,1200000,預售屋、或土地及建物分件登記案件；,RPOQMLOLJHHGFEF87DA,63.32,4.83,5.36,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路二段８２號十樓,38.93,住,,,1110122,土地1建物1車位2,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031126,277.27,4,2,2,有,有,17500000,63115,坡道平面,61.17,0,房屋款折讓40800元整.,RPUOMLQLJHHGFEF48DA,132.24,12.09,7.88,有
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段１１８號九樓,19.79,住,,,1110110,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,149.65,3,2,1,有,有,9500000,70545,坡道平面,34.83,1400000,未登記建物；,RPVOMLTKJHHGFEF78DA,60.57,7.15,3.4,有
淡水區,房地(土地+建物)+車位,新北市淡水區中正東路一段１１１巷３６之２號六樓,14,住,,,1110106,土地1建物1車位1,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880318,63.38,1,1,1,有,有,6000000,94667,升降機械,14.04,0,,RPWPMLSKJHHGFEF88DA,35.81,0.63,3.49,有
汐止區,房地(土地+建物),新北市汐止區福德一路１０３號四樓之１,11.52,住,,,1110108,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970722,76.89,2,2,1,有,有,10500000,136559,,0,0,其他增建:陽台。其他增建；,RPUQMLSKJHHGFDF68DA,42.31,1.01,6.27,有
汐止區,房地(土地+建物),新北市汐止區康寧街４７４巷７號２樓之１,3.54,住,,,1110101,土地1建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850123,19.57,1,1,1,有,有,2440000,124681,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPRQMLRKJHHGFDF28DA,12.47,2.14,3.02,有
汐止區,房地(土地+建物),新北市汐止區保長路３５巷３８號三樓,28.16,住,,,1110107,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701229,93.02,3,2,1,有,無,6800000,73103,,0,0,,RPOOMLQLJHHGFDF77DA,82.32,0,10.7,無
汐止區,房地(土地+建物)+車位,新北市汐止區忠孝東路４９２之６號五樓,18.74,住,,,1110111,土地1建物1車位1,五層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土構造,1050530,128.75,2,2,1,有,有,13100000,118913,坡道機械,31.2,1500000,,RPWNMLSLJHHGFDF68DA,62.65,2.97,3.09,有
汐止區,房地(土地+建物),新北市汐止區福德一路１１７號十一樓之２,11.52,住,,,1110105,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970722,72.86,2,2,1,有,有,10150000,139308,,0,0,陽台外推；其他增建；,RPOQMLRJKHHGFDF97DA,40.16,0.86,7.45,有
汐止區,房地(土地+建物),新北市汐止區茄苳路２８６號三樓,13.26,商,,,1110108,土地1建物1車位0,三層,十層,華廈(10層含以下有電梯),辦公用,鋼筋混凝土構造,1080821,93.74,2,2,2,有,有,9800000,104544,,0,0,夾層；,RPSNMLSJKHHGFDF18DA,50.84,4.92,4.25,有
汐止區,房地(土地+建物),新北市汐止區康寧街７４９號六樓,14.89,都市：其他:風景區,,,1110109,土地2建物1車位0,六層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980526,76.19,2,1,1,有,有,9200000,120751,,0,0,,RPUQMLSJKHHGFDF68DA,53.41,0,7.05,有
汐止區,房地(土地+建物),新北市汐止區福德一路８６巷２５號八樓,4.13,住,,,1110118,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860531,29.56,1,1,1,有,有,3600000,121786,,0,0,,RPUNMLTJKHHGFDF48DA,17.09,0,3.21,有
汐止區,房地(土地+建物),新北市汐止區鄉長路一段３１號２７樓之５,6.43,住,,,1110106,土地1建物1車位0,二十七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860111,85.39,2,2,1,有,有,8200000,96030,,0,0,陽台外推；,RPWNMLTJKHHGFDF68DA,71.39,0,8.12,有
汐止區,房地(土地+建物)+車位,新北市汐止區建成路２６號七樓之２,12.81,住,,,1110121,土地1建物1車位1,七層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850624,112.13,2,2,1,有,有,9000000,80264,坡道平面,0,0,,RPXNMLLLJHHGFDF08DA,51.22,0,6.97,有
汐止區,土地,厚德段252地號,93.67,,,,1110106,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,5050000,53913,,0,0,包含公共設施保留地用地；,RPOOMLTJKHHGFDF97DA,0,0,0,無
新店區,房地(土地+建物),新北市新店區中央路１７９號二十八樓之１,14.8,,,,1110112,土地3建物1車位0,二十八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造、鋼筋混凝土構造,1011114,79.9,2,2,1,有,有,16680000,208761,,0,0,,RPUNMLRKJHHGFCF18DA,47.83,2.6,3.85,有
新店區,房地(土地+建物)+車位,新北市新店區溪園路２９７號十一樓,21.63,住,,,1110103,土地1建物1車位2,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,921201,235.55,3,2,2,有,有,28500000,139355,坡道平面,59.74,4000000,,RPTPMLSJKHHGFCF38DA,108.97,0,31.38,有
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段９６巷１號七樓,3.1,住,,,1110107,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020129,23.4,3,2,2,有,有,2600000,111111,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLKKKHHGFBF27DA,13.29,0.88,1.36,有
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段９６巷６號七樓,11.28,住,,,1110107,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020129,94.97,4,2,3,有,有,9280000,97715,坡道平面,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLKKKHHGFBF37DA,48.21,3.58,4.64,有
新莊區,房地(土地+建物),新北市新莊區西盛街３４４巷９號三樓,18.86,住,,,1110104,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820320,110.14,4,2,2,有,無,9500000,86254,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPPMLTJKHHGFBF97DA,79.96,1.53,11.03,有
林口區,房地(土地+建物)+車位,新北市林口區東明一街１巷５號,142.95,住,,,1110103,土地1建物1車位2,全,四層,透天厝,住家用,鋼筋混凝土造,1100111,399.02,3,4,4,有,有,50000000,125307,坡道平面,0,0,預售屋、或土地及建物分件登記案件；,RPSPMLTJKHHGFBF28DA,283.05,0,25.76,有
林口區,房地(土地+建物)+車位,新北市林口區中山路６７７號七樓之五,8.83,商,,,1110116,土地1建物1車位1,七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051018,103.72,0,0,0,無,有,9350000,90147,坡道平面,27.17,0,,RPOUMLKKKHHGFBF57DA,43.67,4.21,3.32,有
新莊區,土地,福營段25地號,132.08,商,,,1110113,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,23182600,175519,,0,0,,RPTPMLRJKHHGFBF18DA,0,0,0,無
泰山區,房地(土地+建物),新北市泰山區工專路５９巷４號二樓,24.71,住,,,1110106,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,691229,81.3,3,2,1,有,無,5506000,67724,,0,0,,RPVSMLSJKHHGFBF78DA,81.3,0,0,無
五股區,房地(土地+建物),新北市五股區西雲路２號之３,30.3,住,,,1110106,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710428,116.99,3,2,2,有,無,6200000,52996,,0,0,,RPUNMLPLJHHGFBF97DA,109.64,0,7.35,無
新莊區,土地,瓊泰段36-1地號,35.46,都市：其他:道路用地(園道),,,1110126,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,4290000,120981,,0,0,,RPRRMLPLJHHGFBF08DA,0,0,0,無
林口區,房地(土地+建物)+車位,新北市林口區信義路２１４號八樓,32.54,商,,,1110111,土地1建物1車位2,八層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1050415,393,0,0,0,無,有,43000000,109415,坡道平面,46.3,0,,RPQQMLPLJHHGFBF87DA,196.54,10.4,27.23,有
新莊區,房地(土地+建物),新北市新莊區中正路新建巷４２號三樓,19.09,住,,,1110102,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701228,78.21,2,1,1,有,無,7850000,100371,,0,0,其他增建；,RPUNMLKLJHHGFBF47DA,67.92,0,10.29,無
板橋區,房地(土地+建物),新北市板橋區南雅東路８號六樓之１８,4.74,商,,,1110111,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861121,39.16,1,1,1,有,有,4280000,109295,,0,0,,RPPOMLSJKHHGFAF67DA,20.55,0,4.73,有
板橋區,房地(土地+建物),新北市板橋區文化路二段４１０巷２弄１６號二樓,24.36,住,,,1110105,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850320,172.73,3,2,1,有,有,9800000,56736,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLTJKHHGFAF77DA,86.38,0,10.42,有
土城區,房地(土地+建物),新北市土城區金城路三段３８號五樓,8.17,住,,,1110121,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850522,71.12,2,2,1,有,有,8630000,121344,,0,0,陽台外推；,RPVPMLTJKHHGFAF48DA,46.28,0,8.53,有
土城區,土地,冷水段688地號,10.78,都市：其他:道路用地,,,1110117,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,969300,89917,,0,0,,RPUSMLRJKHHGFAF48DA,0,0,0,無
土城區,土地,冷水段688地號,86.54,都市：其他:道路用地,,,1110117,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,7412810,85658,,0,0,,RPWSMLRJKHHGFAF68DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區大觀路二段１２９巷６號五樓,28.51,住,,,1110113,土地1建物1車位0,五層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830812,112.43,3,2,2,有,有,13100000,116517,,0,0,,RPXTMLSLJHHGFAF09DA,88.76,4.07,9.78,有
板橋區,房地(土地+建物),新北市板橋區華江一路１５８號十三樓,4.41,商,,,1110106,土地1建物1車位0,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071227,57.2,1,1,1,有,有,10250000,179196,,0,0,,RPSTMLNKJHHGFAF97DA,33.03,0,5.58,有
板橋區,房地(土地+建物)+車位,新北市板橋區藝文街２３３號十二樓,12.43,住,,,1110116,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100325,117,2,2,2,有,有,14500000,123932,坡道平面,29.56,0,,RPSPMLLLJHHGFAF47DA,49.22,5.41,3.95,有
土城區,土地,明德段131地號,10.1,住,,,1110126,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2290000,226733,,0,0,,RPRPMLQLJHHGFAF87DA,0,0,0,無
土城區,土地,柑林段689地號,10.45,,,,1110126,土地3建物0車位0,,,其他,,,,0,0,0,0,有,無,600000,57416,,0,0,,RPVPMLQLJHHGFAF28DA,0,0,0,無
板橋區,土地,中興段41地號,118.54,都市：其他:第二種住宅區,,,1110115,土地8建物0車位0,,,其他,,,,0,0,0,0,有,無,3450000,29104,,0,0,包含公共設施保留地用地；,RPWPMLRLJHHGFAF48DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區復興街５２號二樓,21.25,住,,,1110108,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,620728,68.15,2,1,1,有,無,8100000,118855,,0,0,其他增建；,RPOONLKLJHHGFAF96DA,68.15,0,0,無
板橋區,房地(土地+建物),新北市板橋區館前東路４７號,29.67,商,,,1110102,土地1建物2車位0,一層，騎樓,五層,公寓(5樓含以下無電梯),其他,鋼筋混凝土造,681208,156.22,0,2,2,有,無,38270000,244975,,0,0,其他增建；,RPSPMLSKJHHGFAF08DA,156.22,0,0,無
板橋區,車位,新北市板橋區光環路二段５０號,0.05,住,,,1110124,土地1建物1車位1,一層,二十層,其他,一般事務所,鋼骨鋼筋混凝土造,1071213,27.27,0,0,0,有,有,2050000,,坡道平面,27.27,2050000,僅車位交易；,RPWOMLPLJHHGFAF18DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區華江一路５６０號十七樓,7.53,商,,,1110103,土地1建物1車位0,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100421,57.29,1,1,1,有,有,9900000,172805,,0,0,,RPVQMLPLJHHGFAF28DA,31.24,2.01,3.66,有
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路２０７號三樓,12.81,住,,,1110108,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1091117,112.78,3,1,1,有,有,14000000,124135,坡道平面,32.06,0,,RPRSMLPJJHHGFAF87DA,46.85,3.64,3.6,有
板橋區,房地(土地+建物),新北市板橋區公館街２６０號六樓,11.39,住,,,1110111,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870427,76.7,2,2,1,有,有,8600000,112125,,0,0,,RPWOMLRJKHHGFAF28DA,55.81,0,6.52,有
板橋區,土地,僑中段643-4地號,749,住,,,1110110,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,72508888,96808,,0,0,政府機關標讓售；,RPUOMLTJKHHGFAF28DA,0,0,0,無
